,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
8516,65,VIOLATION,MAINSTREET,CLASSIC,0.0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606.0,,,65Pedicab
8613,62,VIOLATION,MAINSTREET,CLASSIC,2009.0,BLUE,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,62Pedicab
8619,129,ACTIVE,MAINSTREET,BROADWAY,2008.0,BLACK,Pedal,N,"AUSTIN PEDICAB COMPANY, LLC",1015 N. HALSTED ST.,CHICAGO,IL,60642.0,,,129Pedicab
8626,171,ACTIVE,MANMADE,CLASSIC,2018.0,BLACK,Pedal,N,CHICAGO GREEN BIKE LLC,1919 S. MICHIGAN AVE.,CHICAGO,IL,60616.0,,,171Pedicab
8726,11,ACTIVE,MAINSTREET,SMASHCAB,2020.0,WHITE,Pedal,N,SECOND CITY TUK TUKS LLC,61 W. 15TH ST.,CHICAGO,IL,60605.0,,,11Pedicab
8739,4,VIOLATION,VIP,CRUISER,2009.0,BLUE/WHITE,Pedal,N,"4STAR PEDICABS, LLC",3934 W. GEORGE ST.,CHICAGO,IL,60618.0,,,4Pedicab
8798,191,ACTIVE,MANMADE,BROADWAY,2014.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,191Pedicab
8857,163,ACTIVE,VIP,NONE,2018.0,BLUE,Pedal,N,BIKE TAXI LLC,4235 N. KEDZIE AVE.,CHICAGO,IL,60618.0,,,163Pedicab
8858,71,VIOLATION,MAINSTREET,CLASSIC,0.0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606.0,,,71Pedicab
8971,164,ACTIVE,VIP,NONE,2018.0,BLUE,Pedal,N,BIKE TAXI LLC,4235 N. KEDZIE AVE.,CHICAGO,IL,60618.0,,,164Pedicab
9045,185,ACTIVE,MANMADE,BROADWAY,2014.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,185Pedicab
9091,9,ACTIVE,MAINSTREET,BACK TO BACK,2020.0,WHITE/GREEN,Pedal,N,SECOND CITY TUK TUKS LLC,61 W. 15TH ST.,CHICAGO,IL,60605.0,,,9Pedicab
9244,184,ACTIVE,MANMADE,BROADWAY,2014.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,184Pedicab
9250,160,ACTIVE,VIP,NONE,2018.0,BLUE,Pedal,N,BIKE TAXI LLC,4235 N. KEDZIE AVE.,CHICAGO,IL,60618.0,,,160Pedicab
9259,144,ACTIVE,VIP,VIP,2019.0,BLUE,Pedal,N,BIKE TAXI LLC,4235 N. KEDZIE AVE.,CHICAGO,IL,60618.0,,,144Pedicab
9307,9,ACTIVE,MAINSTREET,BACK TO BACK,2020.0,WHITE/GREEN,Pedal,N,SECOND CITY TUK TUKS LLC,61 W. 15TH ST.,CHICAGO,IL,60605.0,,,9Pedicab
9458,95,ACTIVE,MANMADE,NONE,2016.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,95Pedicab
9524,25,ACTIVE,MANMADE,NONE,2017.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,25Pedicab
9606,176,ACTIVE,VIP,VIP,2018.0,BLUE,Pedal,Y,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,176Pedicab
9629,113,ACTIVE,MAINSTREET,BACK TO BACK,2012.0,SILVER,Pedal,N,MICHAEL ANGELO SALAS,939 W. 33RD PL.,CHICAGO,IL,60608.0,,,113Pedicab
9695,18,ACTIVE,VIP,VIP,2019.0,BLUE,Pedal,N,BIKE TAXI LLC,4235 N. KEDZIE AVE.,CHICAGO,IL,60618.0,,,18Pedicab
9789,172,ACTIVE,MANMADE,CLASSIC,2018.0,BLACK,Pedal,N,CHICAGO GREEN BIKE LLC,1919 S. MICHIGAN AVE.,CHICAGO,IL,60616.0,,,172Pedicab
9852,155,ACTIVE,MAINSTREET,BACK TO BACK,2020.0,GRAY,Pedal,N,SECOND CITY TUK TUKS LLC,61 W. 15TH ST.,CHICAGO,IL,60605.0,,,155Pedicab
9938,25,ACTIVE,MANMADE,NONE,2017.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,25Pedicab
10023,86,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,86Pedicab
10114,134,ACTIVE,MANMADE,NONE,2015.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,134Pedicab
10344,32,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,32Pedicab
10349,37,ACTIVE,SMASH CAB,BACK TO BACK,2021.0,TEAL,Pedal,N,JBL PEDICAB MANAGEMENT LLC,1627 N. TRIPP AVE.,CHICAGO,IL,60639.0,,,37Pedicab
10385,1,ACTIVE,VIP,VIP,2019.0,BLUE,Pedal,N,BIKE TAXI LLC,4235 N. KEDZIE AVE.,CHICAGO,IL,60618.0,,,1Pedicab
10416,28,ACTIVE,MAINSTREET,SMASHCAB,2010.0,RED,Pedal,N,PHILIP ANDREW SADLER,2001 N. ELSTON AVE.,CHICAGO,IL,60614.0,,,28Pedicab
10475,45,ACTIVE,MAINSTREET,BROADWAY,2013.0,BLUE/BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,45Pedicab
10584,167,ACTIVE,MAINSTREET,BOARDWALK,2010.0,BLACK,Pedal,N,"AUSTIN PEDICAB COMPANY, LLC",1015 N. HALSTED ST.,CHICAGO,IL,60642.0,,,167Pedicab
10609,147,ACTIVE,VIP,CLASSIC,2014.0,GREEN,Pedal,N,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,147Pedicab
10638,108,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,108Pedicab
10651,24,VIOLATION,MAINSTREET,6 SEATER,2019.0,RED,Pedal,N,BRIAN JAMES ANDROWSKI,3966 S. LANGLEY AVE.,CHICAGO,IL,60653.0,,,24Pedicab
10699,106,VIOLATION,VIP,5 SEATER,2017.0,RED,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,106Pedicab
10756,35,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,35Pedicab
10881,118,ACTIVE,VIP,NONE,2011.0,BLACK/YELLOW,Pedal,N,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,118Pedicab
11082,169,ACTIVE,MAINSTREET,BOARDWALK,2008.0,WHITE,Pedal,N,"AUSTIN PEDICAB COMPANY, LLC",1015 N. HALSTED ST.,CHICAGO,IL,60642.0,,,169Pedicab
11090,154,ACTIVE,PRECISION,LIMO,2019.0,AQUA,Pedal,N,SECOND CITY TUK TUKS LLC,61 W. 15TH ST.,CHICAGO,IL,60605.0,,,154Pedicab
11414,116,ACTIVE,SCHWINN,NONE,2014.0,GREEN,Pedal,N,BM PEDICAB INC.,4450 N. KEDZIE AVE.,CHICAGO,IL,60625.0,,,116Pedicab
11469,44,ACTIVE,MANMADE,NONE,2016.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,44Pedicab
11694,105,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,105Pedicab
11735,51,ACTIVE,SCHWINN,NONE,2014.0,GREEN,Pedal,N,BM PEDICAB INC.,4450 N. KEDZIE AVE.,CHICAGO,IL,60625.0,,,51Pedicab
11761,174,ACTIVE,MANMADE,CLASSIC,2018.0,BLACK,Pedal,N,CHICAGO GREEN BIKE LLC,1919 S. MICHIGAN AVE.,CHICAGO,IL,60616.0,,,174Pedicab
11844,81,VIOLATION,MAINSTREET,CLASSIC,0.0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606.0,,,81Pedicab
11853,119,ACTIVE,MANMADE,NONE,2017.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,119Pedicab
11925,82,VIOLATION,MAINSTREET,CLASSIC,0.0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606.0,,,82Pedicab
12105,17,VIOLATION,VIP,5 SEATER,2014.0,RED,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,17Pedicab
12141,138,ACTIVE,VIP,SAN DIEGO,2014.0,BLUE,Pedal,N,MICHAEL ANGELO SALAS,939 W. 33RD PL.,CHICAGO,IL,60608.0,,,138Pedicab
12250,12,INACTIVE,MAINSTREET,BROADWAY,2012.0,BLUE/BLACK,Pedal,N,CITY OF CHICAGO BACP,,,,,,,12Pedicab
12253,180,INACTIVE,MAINSTREET,CLASSIC,2009.0,GOLD,Pedal,N,CITY OF CHICAGO BACP,,,,,,,180Pedicab
12267,51,ACTIVE,SCHWINN,NONE,2014.0,GREEN,Pedal,N,BM PEDICAB INC.,4450 N. KEDZIE AVE.,CHICAGO,IL,60625.0,,,51Pedicab
12701,30,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,30Pedicab
12744,7,ACTIVE,PRECISION,NONE,2019.0,SILVER,Pedal,N,SECOND CITY TUK TUKS LLC,61 W. 15TH ST.,CHICAGO,IL,60605.0,,,7Pedicab
12812,133,ACTIVE,MANMADE,NONE,2015.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,133Pedicab
12826,96,ACTIVE,VIP,VIP,2021.0,WHITE,Pedal,N,CHICAGO PEDICAB LLC,1015 N. HALSTED ST.,CHICAGO,IL,60642.0,,,96Pedicab
12832,101,ACTIVE,VIP,VIP,2023.0,BLUE,Pedal,N,CHICAGO PEDICAB LLC,1015 N. HALSTED ST.,CHICAGO,IL,60642.0,,,101Pedicab
12934,121,ACTIVE,MANMADE,NONE,2017.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,121Pedicab
12941,153,ACTIVE,VIP,FACE TO FACE,2015.0,TEAL,Pedal,N,JBL PEDICAB MANAGEMENT LLC,1627 N. TRIPP AVE.,CHICAGO,IL,60639.0,,,153Pedicab
12967,152,ACTIVE,VIP,CLASSIC,2014.0,GREEN,Pedal,N,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,152Pedicab
12994,171,ACTIVE,MANMADE,CLASSIC,2018.0,BLACK,Pedal,N,CHICAGO GREEN BIKE LLC,1919 S. MICHIGAN AVE.,CHICAGO,IL,60616.0,,,171Pedicab
13160,39,ACTIVE,PRECISION,6 SEATER,2018.0,FUSCIA,Pedal,N,JBL PEDICAB MANAGEMENT LLC,1627 N. TRIPP AVE.,CHICAGO,IL,60639.0,,,39Pedicab
13467,19,ACTIVE,VIP,VIP,2014.0,BLUE/WHITE,Pedal,N,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,19Pedicab
13480,179,ACTIVE,CUSTOM,NONE,2015.0,WHITE/BLUE,Pedal,N,NENAD MICIN,3705 N. KEDZIE AVE.,CHICAGO,IL,60618.0,,,179Pedicab
13554,16,ACTIVE,PRECISION,EXCURSION,2019.0,ORANGE,Pedal,N,CHICAGO PEDICAB COMPANY LLC,939 W. 33RD PL.,CHICAGO,IL,60608.0,,,16Pedicab
13968,115,ACTIVE,SCHWINN,NONE,2014.0,GREEN,Pedal,N,BM PEDICAB INC.,4450 N. KEDZIE AVE.,CHICAGO,IL,60625.0,,,115Pedicab
13976,31,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,31Pedicab
14210,177,ACTIVE,VIP,VIP,2018.0,BLUE,Pedal,N,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,177Pedicab
14215,75,VIOLATION,MAINSTREET,CLASSIC,0.0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606.0,,,75Pedicab
14286,88,ACTIVE,VIP,VIP,2021.0,WHITE,Pedal,N,CHICAGO PEDICAB LLC,1015 N. HALSTED ST.,CHICAGO,IL,60642.0,,,88Pedicab
14323,114,VIOLATION,MANMADE,NONE,2013.0,BLACK/RED,Pedal,N,BRUNO BRAJOVIC,432 W. BELDEN AVE.,CHICAGO,IL,60614.0,,,114Pedicab
14331,103,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,103Pedicab
14427,183,ACTIVE,MANMADE,BROADWAY,2014.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,183Pedicab
14472,122,ACTIVE,VIP,NONE,2018.0,BLUE,Pedal,N,BIKE TAXI LLC,4235 N. KEDZIE AVE.,CHICAGO,IL,60618.0,,,122Pedicab
14679,33,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,33Pedicab
14681,199,ACTIVE,MANMADE,WAGON,2016.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,199Pedicab
14737,123,ACTIVE,VIP,NONE,2018.0,BLUE,Pedal,N,BIKE TAXI LLC,4235 N. KEDZIE AVE.,CHICAGO,IL,60618.0,,,123Pedicab
14804,148,ACTIVE,VIP,CLASSIC,2014.0,GREEN,Pedal,N,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,148Pedicab
14896,58,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,58Pedicab
14920,66,VIOLATION,MAINSTREET,CLASSIC,0.0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606.0,,,66Pedicab
15005,21,VIOLATION,VIP,5 SEATER,2014.0,RED,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,21Pedicab
15036,151,ACTIVE,VIP,CLASSIC,2014.0,GREEN,Pedal,N,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,151Pedicab
15037,170,ACTIVE,MANMADE,CLASSIC,2018.0,BLACK,Pedal,N,CHICAGO GREEN BIKE LLC,1919 S. MICHIGAN AVE.,CHICAGO,IL,60616.0,,,170Pedicab
15113,107,ACTIVE,VIP,VIP,2018.0,BLUE/WHITE,Pedal,N,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,107Pedicab
15153,104,VIOLATION,CUSTOM,CSM STYLE,2018.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,104Pedicab
15176,8,ACTIVE,MAINSTREET,BACK TO BACK,2020.0,SILVER,Pedal,N,SECOND CITY TUK TUKS LLC,61 W. 15TH ST.,CHICAGO,IL,60605.0,,,8Pedicab
15237,158,SURRENDER,SCHWINN,NONE,2016.0,BLACK,Pedal,N,NIKOLA MLADENOVIC,4935 N. MASON AVE.,CHICAGO,IL,60630.0,,,158Pedicab
15248,77,VIOLATION,MAINSTREET,CLASSIC,0.0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606.0,,,77Pedicab
15277,85,SURRENDER,VIP,VIP,2021.0,WHITE,Pedal,N,CHICAGO PEDICAB LLC,1015 N. HALSTED ST.,CHICAGO,IL,60642.0,,,85Pedicab
15297,99,ACTIVE,VIP,VIP,2023.0,BLUE,Pedal,N,CHICAGO PEDICAB LLC,1015 N. HALSTED ST.,CHICAGO,IL,60642.0,,,99Pedicab
15380,40,ACTIVE,PRECISION,3 SEATER,2017.0,FUSCIA,Pedal,N,JBL PEDICAB MANAGEMENT LLC,1627 N. TRIPP AVE.,CHICAGO,IL,60639.0,,,40Pedicab
15509,68,VIOLATION,MAINSTREET,CLASSIC,0.0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606.0,,,68Pedicab
15569,176,ACTIVE,VIP,VIP,2018.0,BLUE,Pedal,Y,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,176Pedicab
15706,189,ACTIVE,MANMADE,BROADWAY,2014.0,BLACK,Pedal,N,MBL PEDICAB LLC,8708 W. BERWYN AVE.,CHICAGO,IL,60656.0,,,189Pedicab
15738,102,SURRENDER,TIPKE,SUPER,1985.0,SILVER,Pedal,N,AMANDA GRACE O'BRIEN-HICKEY,637 N. CHRISTIANA AVE.,CHICAGO,IL,60624.0,,,102Pedicab
15821,13,VIOLATION,CUSTOM,CSM STYLE,2012.0,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2884 S. ARCHER AVE.,CHICAGO,IL,60608.0,,,13Pedicab
15827,173,ACTIVE,MANMADE,CLASSIC,2018.0,BLACK,Pedal,N,CHICAGO GREEN BIKE LLC,1919 S. MICHIGAN AVE.,CHICAGO,IL,60616.0,,,173Pedicab
15922,111,ACTIVE,VIP,VIP,2023.0,BLUE,Pedal,N,CHICAGO PEDICAB LLC,1015 N. HALSTED ST.,CHICAGO,IL,60642.0,,,111Pedicab
15938,150,ACTIVE,VIP,CLASSIC,2014.0,GREEN,Pedal,N,PEDICAB RIDE GUYS LLC,1919 S. MICHIGAN AVE. AVE.,CHICAGO,IL,60616.0,,,150Pedicab
15995,92,INACTIVE,MANMADE,NONE,2012.0,ORANGE,Pedal,N,CITY OF CHICAGO BACP,,,,,,,92Pedicab
16033,166,ACTIVE,MANMADE,CLASSIC,2018.0,BLACK,Pedal,N,CHICAGO GREEN BIKE LLC,1919 S. MICHIGAN AVE.,CHICAGO,IL,60616.0,,,166Pedicab
16048,194,INACTIVE,MAINSTREET,BOARDWALK,2005.0,BLACK,Pedal,N,CITY OF CHICAGO BACP,,,,,,,194Pedicab
16140,29,ACTIVE,PRECISION,6 SEATER,2016.0,RED,Pedal,N,PHILIP ANDREW SADLER,2001 N. ELSTON AVE.,CHICAGO,IL,60614.0,,,29Pedicab
16143,42,ACTIVE,PRECISION,6 SEATER,2020.0,FUSCIA,Pedal,N,JBL PEDICAB MANAGEMENT LLC,1627 N. TRIPP AVE.,CHICAGO,IL,60639.0,,,42Pedicab
16151,52,ACTIVE,SCHWINN,NONE,2014.0,GREEN,Pedal,N,BM PEDICAB INC.,4450 N. KEDZIE AVE.,CHICAGO,IL,60625.0,,,52Pedicab
16216,70,VIOLATION,MAINSTREET,CLASSIC,0.0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606.0,,,70Pedicab
16229,57,VIOLATION,MAINSTREET,BOARDWALK,2011.0,RED,Pedal,N,CARGILL C KELLY II,2428 W. 24TH PL.,CHICAGO,IL,60608.0,,,57Pedicab
16281,117,ACTIVE,SCHWINN,NONE,2014.0,GREEN,Pedal,N,BM PEDICAB INC.,4450 N. KEDZIE AVE.,CHICAGO,IL,60625.0,,,117Pedicab
